unitid,institution.name,year,HD2013.City.location.of.institution,HD2013.ZIP.code,HD2013.Longitude.location.of.institution,HD2013.Latitude.location.of.institution,IC2013.Applicants.total,IC2013.Number.of.first.time.degree.certificate.seeking.students.submitting.SAT.scores,IC2013.Percent.of.first.time.degree.certificate.seeking.students.submitting.ACT.scores,DRVIC2013.Percent.admitted...total,DRVIC2013.Percent.admitted...men,DRVIC2013.Percent.admitted...women,DRVIC2013.Admissions.yield...full.time,DRVIC2013.Tuition.and.fees..2013.14,HD2013.State.abbreviation,DRVEF122013.12.month.full.time.equivalent.enrollment..2012.13,state.x,city.x,zipcode,rank,centile,superzip,adultpop,college,income,latitude,longitude
116712,Primary Health Care Centre Otabula,2013,ogbia,94523-4817,4.729,6.299,NA,NA,NA,NA,NA,NA,NA,NA,bayelsa,1233,by,ogbia,116712,NA,NA,NA,1233,NA,NA,4.729,6.299
116846,Primary Health Care Centre Ewoi,2013,ogbia,90077-1519,4.762,6.291,100,NA,NA,59,59,59,39,27900,bayelsa,250,by,ogbia,116846,39,27900,0,250,59,100,4.762,6.291
117104,PHCC,2013,olamaboro,91773-3298,7.282,7.686,139,43,39,75,74,76,74,12500,kogi,481,ko,olamaboro,117104,74,12500,0,481,75,139,7.282,7.686
117140,Model PHCC,2013,olamaboro,91750-4401,7.199,7.526,6989,567,31,39,37,40,23,35000,kogi,7190,ko,olamaboro,117140,23,35000,0,7190,39,6989,7.199,7.526
117168,PHC,2013,olamaboro,92651,7.112,7.572,490,NA,NA,43,45,43,32,26500,kogi,462,ko,olamaboro,117168,32,26500,0,462,43,490,7.112,7.572
117520,PHC,2013,olamaboro,94545-2800,7.075,7.518,NA,NA,NA,NA,NA,NA,NA,NA,kogi,446,ko,olamaboro,117520,NA,NA,NA,446,NA,NA,7.075,7.518
117557,PHC,2013,olamaboro,94612-2801,7.139,7.450,NA,NA,NA,NA,NA,NA,NA,10105,kogi,282,ko,olamaboro,117557,NA,10105,NA,282,NA,NA,7.139,7.450
117575,PHC,2013,olamaboro,92019-1108,7.226,7.427,NA,NA,NA,NA,NA,NA,NA,13692,kogi,180,ko,olamaboro,117575,NA,13692,NA,180,NA,NA,7.226,7.427
117627,PHC,2013,olamaboro,92515-8247,7.226,7.447,3479,413,29,47,45,48,29,29103,kogi,2205,ko,olamaboro,117627,29,29103,0,2205,47,3479,7.226,7.447
117636,PHC,2013,olamaboro,92350,7.174,7.485,NA,NA,NA,NA,NA,NA,NA,NA,kogi,4553,ko,olamaboro,117636,NA,NA,NA,4553,NA,NA,7.174,7.485
117672,Zenith Hospital,2013,,90604,5.540,7.497,NA,NA,NA,NA,NA,NA,NA,NA,Abia,956,Ab,,117672,NA,NA,NA,956,NA,NA,5.540,7.497
117751,Phc ogbagi,2013,nasarawa,91321-1200,8.669,8.477,849,165,35,61,63,60,40,28800,nasarawa,1693,na,nasarawa,117751,40,28800,0,1693,61,849,8.669,8.477
117946,Rumuji primary health centre,2013,emuoha,90045-2659,4.948,6.777,11472,1058,44,54,53,55,22,40265,rivers,8449,ri,emuoha,117946,22,40265,0,8449,54,11472,4.948,6.777
118541,Dala clinic&maternity home,2013,maiduguri,90275-6299,11.826,13.127,NA,NA,NA,NA,NA,NA,NA,30579,borno,932,bo,maiduguri,118541,NA,30579,NA,932,NA,NA,11.826,13.127
118693,Naf medical center 79 cg maiduguri,2013,maiduguri,94027-4301,11.841,13.072,4100,109,31,37,40,34,9,37100,borno,723,bo,maiduguri,118693,9,37100,0,723,37,4100,11.841,13.072
118888,M C H Yindiski,2013,potiskum,94613,11.725,11.087,1827,188,36,68,NA,68,17,41494,yobe,1564,yo,potiskum,118888,17,41494,0,1564,68,1827,11.725,11.087
119058,Umuopara PHC,2013,ehime,93940,5.655,7.315,NA,NA,NA,NA,NA,NA,NA,NA,imo,940,im,ehime,119058,NA,NA,NA,940,NA,NA,5.655,7.315
119173,Health Clinic Idi-aOta Road,2013,yewa,90049-1599,6.694,2.970,2316,507,35,74,39,76,32,33852,ogun,2530,og,yewa,119173,32,33852,0,2530,74,2316,6.694,2.970
119605,Juli Comfort Clinic,2013,ilejemeje,92037-1011,7.953,5.237,NA,NA,NA,NA,NA,NA,NA,12096,ekiti,24215,ek,ilejemeje,119605,NA,12096,NA,24215,NA,NA,7.953,5.237
120184,Wardmodelphccentre,2013,khana,94002-1908,4.611,7.405,1922,133,45,87,86,88,10,31126,rivers,1573,ri,khana,120184,10,31126,0,1573,87,1922,4.611,7.405
120254,Model Health Centre,2013,ilejemeje,90041-3392,7.927,5.175,6072,437,46,42,39,44,21,46652,ekiti,2276,ek,ilejemeje,120254,21,46652,0,2276,42,6072,7.927,5.175
120403,Wardmodelphccentre,2013,khana,90045-3505,4.636,7.409,1584,97,16,46,43,48,22,39430,rivers,1245,ri,khana,120403,22,39430,0,1245,46,1584,4.636,7.409
120537,Kaigama Nursing Home &Maternity,2013,potiskum,92831-3199,11.699,11.092,408,62,37,47,56,41,36,26050,yobe,1027,yo,potiskum,120537,36,26050,0,1027,47,408,11.699,11.092
120698,Basic Health Centre,2013,ilejemeje,94304-1337,7.947,5.243,NA,NA,NA,NA,NA,NA,NA,NA,ekiti,837,ek,ilejemeje,120698,NA,NA,NA,837,NA,NA,7.947,5.243
120740,Kikon clinic,2013,,94708-1597,9.476,11.983,NA,NA,NA,NA,NA,NA,NA,NA,Adamawa,85,Ad,,120740,NA,NA,NA,85,NA,NA,9.476,11.983
120768,Green villiage clinic,2013,,91103,9.453,12.036,NA,NA,NA,NA,NA,NA,NA,NA,Adamawa,971,Ad,,120768,NA,NA,NA,971,NA,NA,9.453,12.036
120795,Gangara dispensary,2013,sabon,94709,13.347,6.542,NA,NA,NA,NA,NA,NA,NA,NA,sokoto,134,so,sabon,120795,NA,NA,NA,134,NA,NA,13.347,6.542
120838,Kwapukai health clinic,2013,,90010,9.529,12.009,NA,NA,NA,NA,NA,NA,NA,19340,Adamawa,176,Ad,,120838,NA,19340,NA,176,NA,NA,9.529,12.009
120865,Zagun clinic,2013,,94508-9707,9.502,11.986,2103,263,30,51,52,50,31,27480,Adamawa,1484,Ad,,120865,31,27480,0,1484,51,2103,9.502,11.986
120883,Imburu health clinic,2013,,95211-0197,9.487,12.017,14222,855,39,73,75,71,9,39810,Adamawa,7495,Ad,,120883,9,39810,0,7495,73,14222,9.487,12.017
121150,PHC Ozuoba,2013,obio,90263,4.871,6.929,9721,592,0,37,43,34,22,44902,rivers,7404,ri,obio,121150,22,44902,0,7404,37,9721,4.871,6.929
121257,Model Health Centre,2013,ilejemeje,91711-6101,7.942,5.257,4115,NA,NA,15,18,13,44,45018,ekiti,1037,ek,ilejemeje,121257,44,45018,0,1037,15,4115,7.942,5.257
121309,PHC LOLO,2013,bagudo,92106-2899,11.639,3.617,3138,556,48,67,75,63,31,30356,kebbi,3189,ke,bagudo,121309,31,30356,0,3189,67,3138,11.639,3.617
121345,PHC matsinkai,2013,bagudo,91711-6319,11.433,4.379,7153,311,51,14,17,12,40,43580,kebbi,1590,ke,bagudo,121345,40,43580,1,1590,14,7153,11.433,4.379
121628,Family health clinic,2013,,90407-2138,5.126,7.355,NA,NA,NA,NA,NA,NA,NA,NA,Abia,52,Ab,,121628,NA,NA,NA,52,NA,NA,5.126,7.355
121691,Basic Health Centre,2013,ilejemeje,92373-0999,7.912,5.250,4668,472,37,67,66,68,21,41290,ekiti,4854,ek,ilejemeje,121691,21,41290,0,4854,67,4668,7.912,5.250
122117,General Hospital,2013,ilejemeje,90020-1704,7.955,5.229,NA,NA,NA,NA,NA,NA,NA,NA,ekiti,359,ek,ilejemeje,122117,NA,NA,NA,359,NA,NA,7.955,5.229
122296,St. Vincent Hospital,2013,obio,94609,4.821,6.956,NA,NA,NA,NA,NA,NA,NA,NA,rivers,1852,ri,obio,122296,NA,NA,NA,1852,NA,NA,4.821,6.956
122409,Agic Staff Clinic,2013,obio,92182,4.801,6.975,51163,3879,42,31,29,33,24,6766,rivers,27516,ri,obio,122409,24,6766,0,27516,31,51163,4.801,6.975
122436,St. Jecinta PHC Ihyalev-Utange,2013,ushongo,92110-2492,7.038,9.285,14693,903,53,49,46,51,17,41392,benue,8528,be,ushongo,122436,17,41392,0,8528,49,14693,7.038,9.285
122454,Government Maternity/Health Centre,2013,orlu,94133-2299,5.800,7.034,416,32,11,83,77,85,21,38406,imo,654,im,orlu,122454,21,38406,0,654,83,416,5.800,7.034
122506,St Charles Hospital Poperi Amasiri,2013,afikpo,94102-6011,5.904,7.884,296,NA,NA,40,41,39,28,39580,ebonyi,421,eb,afikpo,122506,28,39580,0,421,40,296,5.904,7.884
122597,PHC LeÃ¢Â€Â˜et,2013,qua,94132,9.092,9.261,31462,3520,23,64,61,66,19,6450,plateau,24645,pl,qua,122597,19,6450,0,24645,64,31462,9.092,9.261
122603,Steps of faith hospital,2013,owerri,94960-0000,5.480,7.034,NA,NA,NA,NA,NA,NA,NA,NA,imo,107,im,owerri,122603,NA,NA,NA,107,NA,NA,5.480,7.034
122612,Ndukwe,2013,afikpo,94117-1080,5.923,7.878,14808,865,43,61,61,61,13,40294,ebonyi,9784,eb,afikpo,122612,13,40294,0,9784,61,14808,5.923,7.878
122649,Akanto Health Post,2013,afikpo,93612-1312,5.935,7.821,NA,NA,NA,NA,NA,NA,NA,NA,ebonyi,171,eb,afikpo,122649,NA,NA,NA,171,NA,NA,5.935,7.821
122728,Chisom Hospital Umuna Orlu,2013,orlu,95765-3707,5.788,7.035,482,148,37,69,69,69,47,24040,imo,1043,im,orlu,122728,47,24040,0,1043,69,482,5.788,7.035
122755,Amasiri Health Centre,2013,afikpo,95192-0001,5.911,7.883,25155,3177,24,63,62,65,21,7343,ebonyi,23357,eb,afikpo,122755,21,7343,0,23357,63,25155,5.911,7.883
122931,Angel Gabriel Hospital,2013,orlu,95053,5.794,7.035,14339,1014,48,51,51,51,17,42156,imo,10961,im,orlu,122931,17,42156,0,10961,51,14339,5.794,7.035
123095,PHC kalial,2013,bagudo,94111-1920,11.488,4.103,NA,NA,NA,NA,NA,NA,NA,NA,kebbi,557,ke,bagudo,123095,NA,NA,NA,557,NA,NA,11.488,4.103
123165,Omode maternity centre,2013,ilorin,91711-3905,8.447,4.746,2378,198,43,36,NA,36,32,45564,kwara,975,kw,ilorin,123165,32,45564,0,975,36,2378,8.447,4.746
123280,Watsilla LEEMP maternity,2013,,96002,10.527,13.327,11,NA,NA,100,100,100,64,10360,Adamawa,50,Ad,,123280,64,10360,0,50,100,11,10.527,13.327
123448,Manji memorial Dispensary,2013,,92705,10.577,13.337,NA,NA,NA,NA,NA,NA,NA,NA,Adamawa,249,Ad,,123448,NA,NA,NA,249,NA,NA,10.577,13.337
123457,PHC zagga,2013,bagudo,96003-8606,11.564,4.121,573,128,33,55,51,57,47,23300,kebbi,1180,ke,bagudo,123457,47,23300,0,1180,55,573,11.564,4.121
123554,Lani,2013,bagudo,94575,11.525,4.259,4864,499,43,69,72,68,18,39890,kebbi,4024,ke,bagudo,123554,18,39890,0,4024,69,4864,11.525,4.259
123572,Bagudo general Hospital,2013,bagudo,94928-3609,11.414,4.238,13142,1619,38,82,79,84,16,7234,kebbi,7796,ke,bagudo,123572,16,7234,0,7796,82,13142,11.414,4.238
123633,Area L Health centre,2013,owerri,92801-1701,5.488,7.006,NA,NA,NA,NA,NA,NA,NA,NA,imo,857,im,owerri,123633,NA,NA,NA,857,NA,NA,5.488,7.006
123651,Isolore Clinic Centre,2013,ilorin,92626,8.470,4.718,1495,342,29,70,66,71,37,29250,kwara,2104,kw,ilorin,123651,37,29250,0,2104,70,1495,8.470,4.718
123916,Primary Health Care,2013,ona,94709-1209,7.372,3.948,NA,NA,NA,NA,NA,NA,NA,NA,oyo,67,oy,ona,123916,NA,NA,NA,67,NA,NA,7.372,3.948
123943,Federal Medical Centre,2013,ehime,92831-1699,5.662,7.236,NA,NA,NA,NA,NA,NA,NA,NA,imo,407,im,ehime,123943,NA,NA,NA,407,NA,NA,5.662,7.236
123952,Mater Dei Maternity,2013,ehime,90013-1822,5.714,7.316,180,28,13,87,84,89,21,37300,imo,486,im,ehime,123952,21,37300,0,486,87,180,5.714,7.316
123961,Asiyanbi Memorial Clinic and Maternity Center,2013,ona,90089,7.367,3.954,47358,2320,41,20,20,20,31,46298,oyo,35913,oy,ona,123961,31,46298,0,35913,20,47358,7.367,3.954
123970,Ibuks Clinics and Maternity Clinic,2013,ona,90010-1106,7.364,3.947,NA,NA,NA,NA,NA,NA,NA,NA,oyo,1047,oy,ona,123970,NA,NA,NA,1047,NA,NA,7.364,3.947
124283,Ajao Memorial Specialist Hospital,2013,ona,91711-3199,7.359,3.933,NA,NA,NA,NA,NA,NA,NA,NA,oyo,217,oy,ona,124283,NA,NA,NA,217,NA,NA,7.359,3.933
124292,Primary Health Care center,2013,ona,93060,7.226,4.026,178,74,31,79,79,80,62,24500,oyo,444,oy,ona,124292,62,24500,0,444,79,178,7.226,4.026
124487,Comprehensive health centre Area M,2013,owerri,95841,5.483,7.001,100,NA,NA,79,74,83,25,9690,imo,199,im,owerri,124487,25,9690,0,199,79,100,5.483,7.001
125718,Ptototype clinic Balogun Fulani ward 2,2013,ilorin,92027,8.495,4.557,NA,NA,NA,NA,NA,NA,NA,NA,kwara,148,kw,ilorin,125718,NA,NA,NA,148,NA,NA,8.495,4.557
125727,"St JosephÃ¢Â€Â˜s Hospital, Ibeku-Opi",2013,nsukka,93108-1089,6.783,7.433,2145,234,50,70,71,70,20,38510,enugu,1416,en,nsukka,125727,20,38510,0,1416,70,2145,6.783,7.433
125763,Faith health clinic Atoga,2013,ushongo,90601,7.208,9.011,4381,380,34,63,60,65,16,40296,benue,2308,be,ushongo,125763,16,40296,0,2308,63,4381,7.208,9.011
125897,Gods grace clinic/maternity msa,2013,ushongo,91510-7846,7.228,9.006,879,81,23,56,73,43,23,33150,benue,1729,be,ushongo,125897,23,33150,0,1729,56,879,7.228,9.006
126012,Mbaachi health clinic,2013,ushongo,94704-1796,7.108,8.951,NA,NA,NA,NA,NA,NA,NA,NA,benue,438,be,ushongo,126012,NA,NA,NA,438,NA,NA,7.108,8.951
126049,Fikayel Primary Health Centre,2013,bayo,92101,10.544,11.621,NA,NA,NA,NA,NA,NA,NA,NA,borno,920,bo,bayo,126049,NA,NA,NA,920,NA,NA,10.544,11.621
126076,Maternity/Dispensary,2013,edu,90046,8.793,5.210,48,NA,NA,100,100,NA,100,13300,kwara,192,kw,edu,126076,100,13300,0,192,100,48,8.793,5.210
126182,Health Post,2013,edu,81101,8.833,5.276,2658,85,90,53,51,54,36,7449,kwara,2805,kw,edu,126182,36,7449,0,2805,53,2658,8.833,5.276
126562,Ogo Oluwa Hospital Bachita,2013,edu,80217-3364,9.062,4.960,3075,180,86,76,69,82,40,7933,kwara,17002,kw,edu,126562,40,7933,0,17002,76,3075,9.062,4.960
126580,Maternity,2013,edu,80918,9.067,4.956,7034,326,90,91,90,92,24,7024,kwara,8710,kw,edu,126580,24,7024,0,8710,91,7034,9.067,4.956
126614,Phc ubbe,2013,nasarawa,80309-0017,8.885,8.420,22473,2607,75,88,86,90,29,10347,nasarawa,28861,na,nasarawa,126614,29,10347,0,28861,88,22473,8.885,8.420
126669,MDGs PHC Dioka,2013,ehime,80226,5.711,7.314,1186,NA,NA,98,98,97,27,25046,imo,2959,im,ehime,126669,27,25046,0,2959,98,1186,5.711,7.314
126678,PHC Gwako,2013,gwagwalada,80903,8.963,7.138,5780,255,47,22,21,24,41,44222,fct,2066,fc,gwagwalada,126678,41,44222,0,2066,22,5780,8.963,7.138
126711,PHC Dobi,2013,gwagwalada,81601-0233,9.066,6.993,NA,NA,NA,NA,NA,NA,NA,1524,fct,3463,fc,gwagwalada,126711,NA,1524,NA,3463,NA,NA,9.066,6.993
126775,Ikpapiam Health Clinic,2013,ushongo,80401,7.032,9.179,11682,385,88,37,35,43,22,16485,benue,5507,be,ushongo,126775,22,16485,0,5507,37,11682,7.032,9.179
126818,Lakeland Clinic & Maternity Nike Road Abakpa,2013,enugu,80523-0100,6.490,7.516,17970,1164,92,77,73,81,32,9313,enugu,24913,en,enugu,126818,32,9313,0,24913,77,17970,6.490,7.516
126872,FSP Clinic,2013,monguno,80222,12.667,13.618,NA,NA,NA,NA,NA,NA,NA,17211,borno,913,bo,monguno,126872,NA,17211,NA,913,NA,NA,12.667,13.618
126979,Mofio Dispensary,2013,monguno,80120,12.305,13.419,NA,NA,NA,NA,NA,NA,NA,NA,borno,636,bo,monguno,126979,NA,NA,NA,636,NA,NA,12.305,13.419
127060,Primary Health Care Center fawole ,2013,ona,80208,7.374,3.967,13735,620,70,77,73,80,13,40707,oyo,10520,oy,ona,127060,13,40707,0,10520,77,13735,7.374,3.967
127185,Unique Consultants Hospital,2013,ado,81301-3999,7.636,5.218,2560,203,87,88,88,87,39,6923,ekiti,3631,ek,ado,127185,39,6923,0,3631,88,2560,7.636,5.218
127273,Basic health centre Aho,2013,oyun,80210-4798,8.095,4.541,NA,NA,NA,NA,NA,NA,NA,NA,kwara,255,kw,oyun,127273,NA,NA,NA,255,NA,NA,8.095,4.541
127556,Basic Health Centre Ira,2013,oyun,81501-3122,8.086,4.597,6459,266,87,82,81,83,39,6725,kwara,7716,kw,oyun,127556,39,6725,0,7716,82,6459,8.086,4.597
127565,Model Primary Health Centre Igbotele,2013,oyun,80217-3362,8.248,4.586,5867,63,86,71,71,71,36,5744,kwara,17179,kw,oyun,127565,36,5744,0,17179,71,5867,8.248,4.586
127653,Basic Health Clinic Ikotun,2013,oyun,80302-6697,8.229,4.618,79,NA,NA,80,81,79,60,28790,kwara,859,kw,oyun,127653,60,28790,0,859,80,79,8.229,4.618
127714,Health Office,2013,,80910-3704,5.115,7.374,NA,NA,NA,NA,NA,NA,NA,10800,Abia,394,Ab,,127714,NA,10800,NA,394,NA,NA,5.115,7.374
127741,Sabonlayi Awak PHC,2013,kaltungo,80639,10.262,11.114,7602,259,91,70,65,72,36,6968,gombe,11469,go,kaltungo,127741,36,6968,0,11469,70,7602,10.262,11.114
127918,Farum Maternity clinic,2013,kaltungo,80221-1099,9.940,11.327,3006,154,67,70,68,71,24,32424,gombe,8065,go,kaltungo,127918,24,32424,0,8065,70,3006,9.940,11.327
127954,Akpabu health centre,2013,emuoha,80301,5.141,6.707,4,NA,NA,100,NA,100,75,NA,rivers,73,ri,emuoha,127954,75,NA,0,73,100,4,5.141,6.707
128106,Primary health centre Ubimini,2013,emuoha,81001-4901,5.270,6.738,3147,114,89,94,93,96,29,7327,rivers,5993,ri,emuoha,128106,29,7327,0,5993,94,3147,5.270,6.738
128328,Comprehensive Health Centre Ojoku,2013,oyun,80840-5002,8.256,4.655,9634,539,53,15,15,16,78,NA,kwara,5088,kw,oyun,128328,78,NA,0,5088,15,9634,8.256,4.655
128391,Lakesin Clinic And Maternity Home,2013,ifo,81231,6.818,3.192,1514,110,86,93,91,95,33,7343,ogun,2023,og,ifo,128391,33,7343,0,2023,93,1514,6.818,3.192
128498,Victory Clinic,2013,ifo,06511-1189,6.825,3.191,689,123,0,68,64,72,28,28378,ogun,1813,og,ifo,128498,28,28378,0,1813,68,689,6.825,3.191
128744,Sifon Clinic Ltd,2013,ibom,06604-5620,5.034,7.937,5248,494,9,64,59,67,16,29090,Akwa_ibom,3979,Ak,ibom,128744,16,29090,0,3979,64,5248,5.034,7.937
128771,Potwana model center,2013,kaltungo,6050,9.957,11.344,5551,1254,3,64,67,62,36,8706,gombe,9989,go,kaltungo,128771,36,8706,0,9989,64,5551,9.957,11.344
128780,Ajibola medical centre,2013,oyun,6053,8.179,4.736,NA,NA,NA,NA,NA,NA,NA,NA,kwara,917,kw,oyun,128780,NA,NA,NA,917,NA,NA,8.179,4.736
128902,PHC Karshi,2013,karu,06320-4196,8.893,7.659,4837,NA,NA,36,33,38,29,46085,nasarawa,2068,na,karu,128902,29,46085,0,2068,36,4837,8.893,7.659
129020,Chinwedu Hospital/Maternity Abakpa,2013,enugu,6269,6.480,7.520,27479,3395,27,54,53,54,25,12022,enugu,23517,en,enugu,129020,25,12022,0,23517,54,27479,6.480,7.520
129154,National Orthopedic Hospital Abakaliki Road Enugu,2013,enugu,6118,6.465,7.528,NA,NA,NA,NA,NA,NA,NA,19400,enugu,3017,en,enugu,129154,NA,19400,NA,3017,NA,NA,6.465,7.528
129215,Balsam Clinic,2013,enugu,6226,6.477,7.490,5112,926,13,65,64,65,29,9376,enugu,4985,en,enugu,129215,29,9376,0,4985,65,5112,6.477,7.490
129242,Magami PHC,2013,shiroro,06824-5195,9.611,6.518,9254,NA,NA,71,69,73,15,42920,niger,4694,ni,shiroro,129242,15,42920,0,4694,71,9254,9.611,6.518
129428,Beam Clinic,2013,karu,6120,9.054,7.610,NA,NA,NA,NA,NA,NA,NA,NA,nasarawa,140,na,karu,129428,NA,NA,NA,140,NA,NA,9.054,7.610
129491,Nike Hospital Medical Centre Ugbene 1 Abakpa,2013,enugu,06105-2260,6.485,7.515,NA,NA,NA,NA,NA,NA,NA,NA,enugu,73,en,enugu,129491,NA,NA,NA,73,NA,NA,6.485,7.515
129525,Lakidir Health center,2013,kaltungo,06117-1599,9.935,11.293,15127,940,15,62,63,61,14,33358,gombe,6581,go,kaltungo,129525,14,33358,0,6581,62,15127,9.935,11.293
129534,Federal School of Dental Technology & Theraphy Dental Clinic Trans Ekulu,2013,enugu,06416-2005,6.486,7.495,NA,NA,NA,NA,NA,NA,NA,10470,enugu,333,en,enugu,129534,NA,10470,NA,333,NA,NA,6.486,7.495
129686,Ndubuisi Hospital & Maternity Ugbene Abakpa,2013,enugu,6371,6.483,7.512,82,NA,NA,85,67,100,31,29616,enugu,64,en,enugu,129686,31,29616,0,64,85,82,6.483,7.512
129774,PHC Kugwaru,2013,karu,6320,9.171,7.681,1162,NA,NA,58,62,53,26,29458,nasarawa,813,na,karu,129774,26,29458,0,813,58,1162,9.171,7.681
129941,Wili Health center,2013,kaltungo,6516,9.911,11.263,10169,1052,24,74,97,57,15,33740,gombe,6205,go,kaltungo,129941,15,33740,0,6205,74,10169,9.911,11.263
130226,Ture mai pri health center,2013,kaltungo,6518,9.824,11.378,20699,1615,29,67,64,69,13,39330,gombe,8553,go,kaltungo,130226,13,39330,0,8553,67,20699,9.824,11.378
130253,Ngbede Clinic & Maternity Adoka,2013,oturkpo,06825-1000,7.461,7.969,7781,NA,NA,76,75,77,15,35050,benue,5945,be,oturkpo,130253,15,35050,0,5945,76,7781,7.461,7.969
130314,Primary Healthcare Centre Abache,2013,oturkpo,6117,7.446,7.984,860,145,17,86,NA,86,21,33417,benue,1943,be,oturkpo,130314,21,33417,0,1943,86,860,7.446,7.984
130448,Livia Shammah Hospital,2013,karu,06606-4201,9.026,7.604,60,NA,NA,72,80,69,16,19650,nasarawa,530,na,karu,130448,16,19650,0,530,72,60,9.026,7.604
130493,Mararaba Medical Centre,2013,karu,06515-1355,9.026,7.612,4870,1345,8,75,70,78,37,9020,nasarawa,8708,na,karu,130493,37,9020,0,8708,75,4870,9.026,7.612
130590,Marina Clinic,2013,karu,06106-3100,8.991,7.676,7652,288,30,32,33,31,25,47510,nasarawa,2356,na,karu,130590,25,47510,0,2356,32,7652,8.991,7.676
130624,Ettal Primary Health Centre,2013,karu,06320-4195,9.006,7.670,1992,194,60,16,14,28,71,NA,nasarawa,1102,na,karu,130624,71,NA,0,1102,16,1992,9.006,7.670
130697,Lafiya Clinic,2013,karu,6459,9.014,7.621,10046,602,41,21,23,20,36,47244,nasarawa,3310,na,karu,130697,36,47244,0,3310,21,10046,9.014,7.621
130776,Primary Health Center Masaka,2013,karu,06810-6826,9.006,7.670,3613,NA,NA,65,62,68,33,8893,nasarawa,5389,na,karu,130776,33,8893,0,5389,65,3613,9.006,7.670
130785,Niger Hospital Lokoja,2013,lokoja,6510,7.795,6.738,NA,NA,NA,NA,NA,NA,NA,NA,kogi,12,ko,lokoja,130785,NA,NA,NA,12,NA,NA,7.795,6.738
130794,PHCC Angwan Kura,2013,lokoja,6520,7.819,6.745,28977,1141,35,7,8,6,66,44000,kogi,13550,ko,lokoja,130794,66,44000,1,13550,7,28977,7.819,6.745
130934,PHCC Kabawa,2013,lokoja,19901,7.822,6.747,8884,989,12,42,38,44,27,7336,kogi,4087,ko,lokoja,130934,27,7336,0,4087,42,8884,7.822,6.747
130943,Helping Hand hospital Lokoja,2013,lokoja,19716,7.804,6.694,25458,4167,27,65,61,68,26,12112,kogi,20927,ko,lokoja,130943,26,12112,0,20927,65,25458,7.804,6.694
130989,Grace Hospital Lokoja,2013,lokoja,19808,7.791,6.727,562,NA,NA,52,53,52,31,22140,kogi,1240,ko,lokoja,130989,31,22140,0,1240,52,562,7.791,6.727
131098,Farec clinic gra lokoja,2013,lokoja,19901-3875,7.803,6.731,2933,496,9,62,63,62,30,23590,kogi,1391,ko,lokoja,131098,30,23590,0,1391,62,2933,7.803,6.731
131113,General Hospital.,2013,edu,19720,8.850,5.409,NA,NA,NA,NA,NA,NA,NA,9950,kwara,10072,kw,edu,131113,NA,9950,NA,10072,NA,NA,8.850,5.409
131159,Health Post,2013,edu,20016-8001,8.869,5.212,17545,1084,35,43,38,46,21,40649,kwara,11639,kw,edu,131159,21,40649,0,11639,43,17545,8.869,5.212
131283,Cottage Hospital. Tsaragi,2013,edu,20064,8.837,4.991,6298,734,29,60,62,58,22,38526,kwara,5954,kw,edu,131283,22,38526,0,5954,60,6298,8.837,4.991
131308,Dispensary,2013,edu,20006-4804,8.860,5.002,472,NA,NA,27,22,29,29,31130,kwara,497,kw,edu,131308,29,31130,0,497,27,472,8.860,5.002
131399,Dispensary,2013,edu,20008,8.907,4.986,NA,NA,NA,NA,NA,NA,NA,5138,kwara,3675,kw,edu,131399,NA,5138,NA,3675,NA,NA,8.907,4.986
131405,Central Hospital,2013,warri,20017-1585,5.518,5.734,NA,NA,NA,NA,NA,NA,NA,NA,delta,109,de,warri,131405,NA,NA,NA,109,NA,NA,5.518,5.734
131450,Dispensary,2013,edu,20002-3695,9.068,4.956,520,24,95,66,60,71,59,13800,kwara,1504,kw,edu,131450,59,13800,0,1504,66,520,9.068,4.956
131469,Lara Hospital,2013,osogbo,20052,7.770,4.569,21756,1785,37,33,36,31,33,47343,osun,21733,os,osogbo,131469,33,47343,0,21733,33,21756,7.770,4.569
131496,"Dispensary,   Pututa",2013,edu,20057-0001,8.929,5.396,20115,1367,35,17,19,16,46,44805,kwara,15374,kw,edu,131496,46,44805,0,15374,17,20115,8.929,5.396
131520,Osupa Primary Health Centre,2013,ogbomoso,20059-0001,8.133,4.237,11687,1061,48,49,49,50,24,22683,oyo,9278,oy,ogbomoso,131520,24,22683,0,9278,49,11687,8.133,4.237
131876,Dalangasi HP,2013,gwarzo,20017-1094,11.820,7.951,1493,NA,NA,52,26,53,34,21630,kano,1980,ka,gwarzo,131876,34,21630,0,1980,52,1493,11.820,7.951
131973,Akerele Phc,2013,surulere,20016-5690,6.506,3.355,NA,NA,NA,NA,NA,NA,NA,NA,lagos,556,la,surulere,131973,NA,NA,NA,556,NA,NA,6.506,3.355
132408,Sabon layi PHC,2013,gwarzo,32440,11.826,7.934,148,8,79,43,38,48,68,9700,kano,437,ka,gwarzo,132408,68,9700,0,437,43,148,11.826,7.934
132471,Kara Dispencery,2013,gwarzo,33161-6695,11.843,7.959,7845,442,40,47,46,48,16,28160,kano,8563,ka,gwarzo,132471,16,28160,0,8563,47,7845,11.843,7.959
132602,"Opeyemi Clinic, Aaisegba- Ekiti",2013,gbonyin,32114-3099,7.599,5.484,7429,600,64,67,64,68,21,14410,ekiti,3733,ek,gbonyin,132602,21,14410,0,3733,67,7429,7.599,5.484
